品类组	品类	子品类	货号	评论内容	评论种类	一级分类	二级分类	三级分类
服配	手套	五指手套	84610901	可爱，不过做工一般。专门买可以漏手指头触屏的，但是比较鸡肋，洞比较小，只能伸出一点点不好触屏，这样的话这个洞没啥用反而会担心容易烂	中评	工艺与做工	其他工艺与做工	质量或做工一般
服配	手套	五指手套	84610901	可爱，不过做工一般。专门买可以漏手指头触屏的，但是比较鸡肋，洞比较小，只能伸出一点点不好触屏，这样的话这个洞没啥用反而会担心容易烂	差评	外观与设计	便捷性与细节设计	设计不合理
服配	手套	五指手套	84694312	手套厚实 暖和	好评	材质与成分	材质厚薄度	材质厚
服配	手套	五指手套	84694307	很暖，防水，满意	好评	功能与效果	保暖性	保暖或防寒好
服配	手套	五指手套	84694307	很暖，防水，满意	好评	功能与效果	防护性	防水
服配	手套	五指手套	84613811	挺好的，保暖，就是手小的人戴着应该会大一些。	好评	功能与效果	保暖性	保暖或防寒好
服配	手套	五指手套	84613811	挺好的，保暖，就是手小的人戴着应该会大一些。	中评	外观与设计	版型或尺寸	版型或尺码大
服配	手套	五指手套	84611208	黑色耐脏，零度以下还是吹的手冷，零度以上无风还可以。	好评	外观与设计	颜色设计	颜色好看
服配	手套	五指手套	84611208	黑色耐脏，零度以下还是吹的手冷，零度以上无风还可以。	差评	功能与效果	保暖性	保暖或防寒差
服配	手套	五指手套	84611208	黑色耐脏，零度以下还是吹的手冷，零度以上无风还可以。	好评	功能与效果	保暖性	保暖或防寒好
服配	手套	五指手套	84611205	完全不勾我的美甲很厚实超级喜欢	好评	材质与成分	材质厚薄度	材质厚
服配	手套	五指手套	84611205	完全不勾我的美甲很厚实超级喜欢	好评	外观与设计	其他外观与设计	喜欢
服配	手套	五指手套	84611203	指头设计的太短了，懒得退了	差评	外观与设计	版型或尺寸	版版型或尺码短
服配	手套	五指手套	84610902	暖和	好评	功能与效果	保暖性	保暖或防寒好
服配	手套	半指手套	84611320	很舒服的面料，戴在手上很暖和，也很好看	好评	材质与成分	材质质感或成分	材质舒适
服配	手套	半指手套	84611320	很舒服的面料，戴在手上很暖和，也很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
服配	手套	五指手套	84615712	很保暖，不能触屏	好评	功能与效果	保暖性	保暖或防寒好
服配	手套	五指手套	84615712	很保暖，不能触屏	差评	功能与效果	其他功能与效果反馈	其他功能与效果
首饰	链	短项链	85226205	嘿嘿 好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83647201	挺好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84396702	有点大。	差评	外观与设计	版型或尺寸	版型或尺码大
首饰	链	短项链	85216005	好看好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090718	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85310306	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	80150221	线上客服最近给人态度很不舒服，购买也有很多问题，很影响心情，给了这辈子最多的差评，好的还是会给好评，但是这个质量比较脆弱，而且最近体验不好	差评	工艺与做工	粘合或结构牢固性	不结实
首饰	链	手链	49259209	反馈很多次，没啥结果，东西好看的，不过结果是不满意的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84396703	百搭	好评	外观与设计	款式设计	百搭
首饰	链	手链	84777817	买回来两三天链子就断了	差评	工艺与做工	粘合或结构牢固性	断裂
首饰	链	手链	85090713	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85310302	质量非常的好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	84554904	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	47435605	有隐裂，我只能翻个面带了	差评	工艺与做工	细节质量	瑕疵
首饰	链	短项链	85027904	不错，好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	80150231	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85119601	戴在手上一天就烂掉了，没有任何剧烈运动，真不打算在三福买东西了	差评	工艺与做工	粘合或结构牢固性	断裂
首饰	链	手链	84990104	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84375005	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84260203	链子氧化发黄严重	差评	材质与成分	材质表现	氧化或发黄
首饰	链	短项链	84260208	比想象中大好多 不知道配什么衣服戴 很可惜	差评	外观与设计	版型或尺寸	版型或尺码大
首饰	链	短项链	83963815	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83967609	很短很细，卡扣太少了，余留的位置一点点，扣起来很长怎么带都看不到，	差评	外观与设计	版型或尺寸	链短
首饰	链	短项链	83967609	很短很细，卡扣太少了，余留的位置一点点，扣起来很长怎么带都看不到，	差评	外观与设计	便捷性与细节设计	设计不合理
首饰	链	短项链	84051702	挺好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	80150276	不错 很好看 戴在手上	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84507009	戴在手上很好看 有不一样的美	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	83626304	好漂亮😍	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84546007	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85218402	手表做工精细，水钻够闪物超所值十分喜欢，好评！	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	手链	85218402	手表做工精细，水钻够闪物超所值十分喜欢，好评！	好评	外观与设计	款式设计	闪亮
首饰	链	手链	85218402	手表做工精细，水钻够闪物超所值十分喜欢，好评！	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	84296403	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990124	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090701	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336807	很喜欢可以	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	49770804	好看！闪闪的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	49770804	好看！闪闪的	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	84547903	非常漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090705	好好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85203202	好看~	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	82673819	好看呀	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85154105	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990120	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83844201	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83844202	挺好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84771616	买了两天不到中间调整的绳子就全散了	差评	工艺与做工	粘合或结构牢固性	断绳或断筋
首饰	链	手链	84990104	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	83961503	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85258101	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	50064406	好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84260206	好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84025508	超级亮	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	84481408	有点掉色！！！！	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	短项链	83157101	特别好的饰品，一年消费了4千块在三福啊	好评	外观与设计	其他外观与设计	好
首饰	链	手链	84325011	好看哦，凑单买还是很值的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84368102	好看！	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85228104	买来三天就黑了褪色不成样子，没有出汗也没有碰水，一次性的，太离谱了	差评	材质与成分	材质表现	氧化或发黄
首饰	链	短项链	84309503	特别好看，包装的也很好	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83157101	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336807	超级漂亮，闪闪发光，戴了很久都没有掉色，不错	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336807	超级漂亮，闪闪发光，戴了很久都没有掉色，不错	好评	外观与设计	款式设计	闪亮
首饰	链	短项链	84336807	超级漂亮，闪闪发光，戴了很久都没有掉色，不错	好评	工艺与做工	喷涂工艺	不掉漆
首饰	链	手链	84777827	闪闪亮亮	好评	外观与设计	款式设计	闪亮
首饰	链	手链	84296605	收到就试了一下，还行	中评	外观与设计	其他外观与设计	还行
首饰	链	手链	84729206	一眼相中了，和朋友一人一条！	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84425604	好看子 而且扫出来只要3块钱	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85038503	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	83396202	脏的，有污泥，发黄了	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	手链	83396202	脏的，有污泥，发黄了	差评	材质与成分	材质表现	氧化或发黄
首饰	链	短项链	49735201	好看(？？？)	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85148601	好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990112	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	50064410	配件掉漆，水晶里面全是裂纹，品质很差	差评	工艺与做工	喷涂工艺	掉漆
首饰	链	手链	50064410	配件掉漆，水晶里面全是裂纹，品质很差	差评	工艺与做工	细节质量	瑕疵
首饰	链	手链	84729207	虎眼好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84260203	做工精细材质好，做活动买的超值，好评！	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	84260203	做工精细材质好，做活动买的超值，好评！	好评	材质与成分	材质质感或成分	材质好或材质高级
首饰	链	短项链	83589022	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84522941	绿色的很好看	好评	外观与设计	颜色设计	颜色好看
首饰	链	手链	85090712	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83589011	好看子！！！但就是不知道是不是放久了有点点掉色。。。	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	49735205	现在项链银托掉了	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
首饰	链	手镯	80150268	很漂亮	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83967524	好看的，每次进去总要买一些	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84350201	珠子瑕疵很多，不美观，没检查吗	差评	工艺与做工	细节质量	瑕疵
首饰	链	短项链	84533704	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	47435617	绿色的钻掉了[大哭][大哭]	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
首饰	链	手链	84279707	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	83784106	掉色 而且戴手上太大戴脚上又太小。？？	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	手链	83784106	掉色 而且戴手上太大戴脚上又太小。？？	差评	外观与设计	版型或尺寸	不合身
首饰	链	手链	84777804	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	80150275	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	84998210	非常闪亮，好看～	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84396701	项链非常好看 喜欢！！！	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990108	非常喜欢很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	84998204	很漂亮的手链	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85310308	太好看了 质量也是杠杠的  一直买三福家的项链  不掉色	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	85310308	太好看了 质量也是杠杠的  一直买三福家的项链  不掉色	好评	材质与成分	其他材质与成分	其他材质与成分
首饰	链	短项链	85154105	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090101	非常喜庆，过年新气象。	好评	外观与设计	其他外观与设计	其他外观与设计
首饰	链	手链	85098801	好看好看不错的样子吧	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85179407	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84309504	好好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85228102	这个也好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84189502	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83963815	本来看着闪闪的很好看，买了两条一条自留一条送人。结果居然掉色，才带了一天，脖子都发绿了	差评	材质与成分	其他材质与成分	其他材质与成分
首饰	链	手链	50064406	非常好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	83966605	非常好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84048204	非常好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84362616	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84925106	美丽	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84925107	美丽	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990107	挺好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85258102	特别漂亮，非常喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	80150236	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990111	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85228101	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83844206	价格实惠，很好用	好评	功能与效果	其他功能与效果反馈	实用
首饰	链	短项链	83844208	价格实惠，很好用	好评	功能与效果	其他功能与效果反馈	实用
首饰	链	手链	84082204	手链亮闪闪的，做工精细材质好，物美价廉十分喜欢，好评！	好评	外观与设计	款式设计	闪亮
首饰	链	手链	84082204	手链亮闪闪的，做工精细材质好，物美价廉十分喜欢，好评！	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	手链	84082204	手链亮闪闪的，做工精细材质好，物美价廉十分喜欢，好评！	好评	材质与成分	材质质感或成分	材质好或材质高级
首饰	链	短项链	85226201	质量不错，物美价廉	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	手链	84777817	还行吧，就是抽拉的小圆珠有点不太顺畅。不过这个价格也不能要求什么了，挺好看的，工作人员也特别热情特别好	差评	外观与设计	便捷性与细节设计	设计不合理
首饰	链	手链	84777817	还行吧，就是抽拉的小圆珠有点不太顺畅。不过这个价格也不能要求什么了，挺好看的，工作人员也特别热情特别好	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85217611	非常好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84353602	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84353603	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85049901	很好看，适合佩戴	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85049401	还行，珠子有点大	中评	外观与设计	其他外观与设计	其他外观与设计
首饰	链	短项链	85310310	很漂亮，材质也好，孩子一眼就看上了	好评	材质与成分	材质质感或成分	材质好或材质高级
首饰	链	短项链	84336807	特别好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85027907	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84012804	残次品	差评	工艺与做工	细节质量	残次品
首饰	链	短项链	84362902	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090709	商品非常好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85230701	还不错，就是买的豹纹圆棕发夹太差劲，质量太差，刚拆开使用装饰就掉了，	差评	工艺与做工	粘合或结构牢固性	配饰配件脱落
首饰	链	手链	85049301	这个还可以	中评	外观与设计	其他外观与设计	还行
首饰	链	短项链	84051703	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990119	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85179403	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85228104	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84771620	挺好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84507001	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84990101	色彩非常亮。	好评	外观与设计	颜色设计	颜色好看
首饰	链	短项链	83963815	质量很好。	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	84396716	很精致。	好评	外观与设计	款式设计	精美
首饰	链	手链	81829483	烂掉了一下子	差评	工艺与做工	其他工艺与做工	质量或做工差
首饰	链	短项链	85023204	项链很好看，而且泰剧特别方便，不是太容易断	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85023204	项链很好看，而且泰剧特别方便，不是太容易断	好评	外观与设计	便捷性与细节设计	轻便或方便
首饰	链	短项链	85203105	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85226201	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84260207	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84295904	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84781401	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	81829494	颜色好看，戴起来舒适	好评	外观与设计	颜色设计	颜色好看
首饰	链	手链	81829494	颜色好看，戴起来舒适	好评	功能与效果	佩戴舒适性	佩戴舒适
首饰	链	手链	84777827	很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84771804	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	83395918	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	83395919	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85049401	第一次感觉三福手链跟图片不太一样	差评	外观与设计	实物与宣传不符	与图片不符
首饰	链	手链	85090201	第一次感觉三福手链跟图片不太一样	差评	外观与设计	实物与宣传不符	与图片不符
首饰	链	手链	83961543	刚买到家，没一个小时就坏掉了，啥也没干呢，就断了	差评	工艺与做工	其他工艺与做工	坏了
首饰	链	手链	83961543	刚买到家，没一个小时就坏掉了，啥也没干呢，就断了	差评	工艺与做工	粘合或结构牢固性	断裂
首饰	链	手链	84777815	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85179403	好看，给闺蜜买的，她特别喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84362901	有点小瑕疵	差评	工艺与做工	细节质量	瑕疵
首饰	链	短项链	84362902	很喜欢，夏天比较百搭	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	83844203	不好看 没有挂着好看	差评	外观与设计	款式设计	不好看或丑
首饰	链	短项链	84691607	带了几天就掉色了	差评	材质与成分	其他材质与成分	其他材质与成分
首饰	链	短项链	84734001	有质感，在手上是有重量的，精致	好评	材质与成分	材质质感或成分	质感好
首饰	链	短项链	84734001	有质感，在手上是有重量的，精致	好评	外观与设计	款式设计	精美
首饰	链	手链	84771617	好看和朋友人手一条	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84296606	女儿超级喜欢🥰	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	85203109	好看极了	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84661011	掉色严重，不会再光顾了。	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	短项链	84260204	很好，喜欢，质量很好，价格便宜	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	84506605	很喜欢，闪闪的	好评	外观与设计	款式设计	闪亮
首饰	链	手链	84661008	才买几天就掉色了，掉的特别厉害！	差评	材质与成分	其他材质与成分	其他材质与成分
首饰	链	手链	84661011	掉色严重	差评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	手链	84906903	瑕疵太多了。有划痕，钻的眼那儿很多突起的皮儿，手快标签剪了，无法退了。品质很差。	差评	工艺与做工	细节质量	划痕
首饰	链	手链	84906903	瑕疵太多了。有划痕，钻的眼那儿很多突起的皮儿，手快标签剪了，无法退了。品质很差。	差评	工艺与做工	其他工艺与做工	质量或做工粗糙
首饰	链	短项链	85203113	买上刚戴就断了，质量很差	差评	工艺与做工	粘合或结构牢固性	断裂
首饰	链	手链	84777811	挺好看的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	47435603	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	47435612	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	47435613	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	47435614	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	47435615	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	47435616	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	47435617	质量很好	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	51631701	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83589002	感好看 就是不知道沙金就这样还是掉色	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85310302	好看的做法精致。	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85310302	好看的做法精致。	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	手链	84771616	超级好看，赞	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	83647201	太喜欢了搭黑色毛衣真的很高级  百搭	好评	外观与设计	款式设计	百搭
首饰	链	短项链	83647201	太喜欢了搭黑色毛衣真的很高级  百搭	好评	材质与成分	材质质感或成分	材质好或材质高级
首饰	链	手链	85009201	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84771613	很有意义的手绳  不掉色	好评	材质与成分	其他材质与成分	其他材质与成分
首饰	链	手链	84771815	很好 不掉色	好评	工艺与做工	其他工艺与做工	其他工艺与做工
首饰	链	短项链	84920002	很闪很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85027902	好看很闪，性价比高哦	好评	外观与设计	款式设计	闪亮
首饰	链	手链	84522942	显手白，不错	好评	功能与效果	佩戴或穿着效果	显白
首饰	链	短项链	85310305	容易缠一起	差评	工艺与做工	细节质量	打结
首饰	链	手镯	85087002	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	49567901	好看，划算	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	47435613	东西有划痕，而且有中间有一部分是裂开的	差评	工艺与做工	细节质量	划痕
首饰	链	短项链	47435613	东西有划痕，而且有中间有一部分是裂开的	差评	工艺与做工	粘合或结构牢固性	断裂
首饰	链	手链	85090101	很漂亮的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85203112	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85218404	好精美	好评	外观与设计	款式设计	精美
首饰	链	手链	81829448	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	84777815	大小适合，百搭	好评	外观与设计	版型或尺寸	合身
首饰	链	手链	84777815	大小适合，百搭	好评	外观与设计	款式设计	百搭
首饰	链	短项链	85100201	好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手链	85090712	非常好看、希望不易断裂	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85069101	好看好看，在线下看到的，很喜欢，线上更便宜	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85069101	好看好看，在线下看到的，很喜欢，线上更便宜	好评	外观与设计	其他外观与设计	喜欢
首饰	链	手链	84990111	喜欢	好评	外观与设计	其他外观与设计	喜欢
首饰	链	短项链	84336803	这款商品的质感非常好，超出了我的预期。卖家的服务态度也极其耐心细致，发货速度快，包装严实。非常满意这次购物体验！真的很好看，朋友都在问链接	好评	材质与成分	材质质感或成分	质感好
首饰	链	短项链	84336803	这款商品的质感非常好，超出了我的预期。卖家的服务态度也极其耐心细致，发货速度快，包装严实。非常满意这次购物体验！真的很好看，朋友都在问链接	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84251602	我爱❤️❤️❤️❤️❤️❤️三福。啊啊啊啊啊啊，美鼠了～～～～～～外观设计：美做工材质：好佩戴效果：美产品质量：精致	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84251602	我爱❤️❤️❤️❤️❤️❤️三福。啊啊啊啊啊啊，美鼠了～～～～～～外观设计：美做工材质：好佩戴效果：美产品质量：精致	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	84251602	我爱❤️❤️❤️❤️❤️❤️三福。啊啊啊啊啊啊，美鼠了～～～～～～外观设计：美做工材质：好佩戴效果：美产品质量：精致	好评	功能与效果	其他功能与效果反馈	效果好
首饰	链	短项链	84251602	我爱❤️❤️❤️❤️❤️❤️三福。啊啊啊啊啊啊，美鼠了～～～～～～外观设计：美做工材质：好佩戴效果：美产品质量：精致	好评	工艺与做工	其他工艺与做工	质量或做工好
首饰	链	短项链	85170101	在线下看到的，很好看	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336805	款式好看，百搭，希望可以戴的持久一点。	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	84336805	款式好看，百搭，希望可以戴的持久一点。	好评	外观与设计	款式设计	百搭
首饰	链	短项链	84336805	惊喜连连！包装精美，产品更是没得说！	好评	外观与设计	其他外观与设计	其他外观与设计
首饰	链	短项链	83647201	非常不错！满意！很圆润也很有光泽，别人以为要很贵，很值！	好评	材质与成分	材质质感或成分	质感好
首饰	链	短项链	83647201	非常不错！满意！很圆润也很有光泽，别人以为要很贵，很值！	好评	外观与设计	款式设计	闪亮
首饰	链	手镯	84998211	可以，佩戴效果：漂亮佩戴难易：容易	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	手镯	84998211	可以，佩戴效果：漂亮佩戴难易：容易	好评	功能与效果	佩戴舒适性	佩戴舒适
首饰	链	短项链	84846003	好看不错，像梵克雅宝的项链似的	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85216002	这个蝴蝶结也太好看了吧！特别精致，大小刚刚好，闪闪发亮，戴上去瞬间提升气质，而且超级百搭，日常和正式场合都能用！！！很喜欢	好评	外观与设计	款式设计	好看漂亮或款式满意
首饰	链	短项链	85216002	这个蝴蝶结也太好看了吧！特别精致，大小刚刚好，闪闪发亮，戴上去瞬间提升气质，而且超级百搭，日常和正式场合都能用！！！很喜欢	好评	外观与设计	款式设计	精美
